aib_name,aib_Administrative,aib_Administrative_Duration,aib_Informational,aib_Informational_Duration,aib_ProductRelated,aib_ProductRelated_Duration,aib_BounceRates,aib_ExitRates,aib_PageValues,aib_SpecialDay,aib_Month,aib_OperatingSystems,aib_Browser,aib_Region,aib_TrafficType,aib_VisitorType,aib_Weekend,aib_Revenue
Customer36,0,0,0,0,12,127,0.016666667,0.041666667,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE
Customer37,6,507,2,36.25,11,431,0,0.013333333,0,0,Dec,3,2,2,2,Returning_Visitor,FALSE,FALSE
Customer38,0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
Customer39,0,0,0,0,6,604,0,0.04,0,0,Nov,1,1,2,2,New_Visitor,FALSE,FALSE
Customer40,0,0,0,0,6,34.33333333,0.033333333,0.05,0,0.6,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
Customer41,0,0,0,0,21,460.4166667,0.019047619,0.036507937,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
Customer42,5,75.66349206,0,0,4,35.92777778,0,0.056481481,0,0,Oct,2,5,7,2,Returning_Visitor,FALSE,FALSE
Customer43,0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
Customer44,7,51,3,222,21,654.5,0,0.007142857,0,0,May,2,2,1,4,New_Visitor,FALSE,FALSE
Customer45,6,90.1,0,0,35,643.05,0,0.015789474,0,0,Oct,1,1,3,4,Returning_Visitor,TRUE,FALSE
Customer46,0,0,0,0,1,0,0.1,0.2,0,0,Jul,2,2,2,5,New_Visitor,TRUE,FALSE
Customer47,0,0,0,0,8,188,0.05,0.0875,0,0,Dec,1,1,2,1,Returning_Visitor,FALSE,FALSE
Customer48,0,0,0,0,9,152,0.111111111,0.155555556,0,0,Jul,2,2,7,1,Returning_Visitor,TRUE,FALSE
Customer49,5,113.6666667,0,0,25,733.1666667,0.006896552,0.041609195,0,0,Sep,1,8,1,1,Returning_Visitor,FALSE,FALSE
Customer50,0,0,0,0,25,610.3095238,0,0.039,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer51,0,0,1,14.75,30,2445.066667,0.033333333,0.026888889,0,0,Dec,3,2,3,3,Returning_Visitor,FALSE,FALSE
Customer52,0,0,0,0,30,1029.583333,0.003571429,0.009166667,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer53,5,50,0,0,106,3095.200725,0.012612613,0.034684685,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer54,17,311.25,4,428.547619,139,3891.214286,0.001973684,0.011184211,86.79082569,0,Dec,2,2,1,6,Returning_Visitor,FALSE,FALSE
Customer55,0,0,0,0,21,987.77,0.015238095,0.067619048,0,0,Jul,2,4,3,1,Returning_Visitor,FALSE,FALSE
Customer56,0,0,0,0,4,137,0,0.075,0,0,May,4,1,3,3,Returning_Visitor,TRUE,FALSE
Customer57,0,0,1,232,16,343.2,0,0.006666667,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer58,0,0,0,0,6,192.0833333,0.044444444,0.035555556,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer59,0,0,0,0,8,228,0,0.028571429,0,0,Mar,4,1,3,2,Returning_Visitor,FALSE,FALSE
Customer60,0,0,0,0,55,946.3636364,0.010909091,0.025454545,0,0,Nov,2,2,6,1,Returning_Visitor,TRUE,FALSE
Customer61,0,0,0,0,10,22.5,0.1,0.106666667,0,0.4,May,2,5,1,4,Returning_Visitor,FALSE,FALSE
Customer62,0,0,0,0,8,113.6666667,0,0.025,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE,FALSE
Customer63,0,0,0,0,12,312.35,0,0.041666667,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer64,0,0,0,0,3,58.2,0.066666667,0.044444444,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE,FALSE
Customer65,2,90,0,0,3,202.8333333,0,0.013333333,0,0,May,3,2,7,2,Returning_Visitor,FALSE,FALSE
Customer66,3,50.5,0,0,2,37.5,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
Customer67,0,0,0,0,41,1130.92619,0,0.015447154,0,0,Dec,2,2,8,2,New_Visitor,FALSE,FALSE
Customer68,0,0,0,0,14,2425,0,0.007142857,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
Customer69,0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
Customer70,4,42.2,0,0,98,2260.838889,0.004040404,0.007070707,32.9346011,0,Nov,2,4,1,3,New_Visitor,FALSE,TRUE
Customer71,9,299.0833333,1,0,14,212.8333333,0.010526316,0.033684211,0,0,May,3,2,1,11,Returning_Visitor,TRUE,FALSE
Customer72,0,0,0,0,20,1511,0,0.025,0,0.6,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
Customer73,2,46,0,0,13,195,0,0.008333333,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer74,7,214.3333333,5,53,29,528.1964286,0,0.013153595,0,0.2,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer75,4,140.0666667,0,0,74,3146.709481,0.0192,0.042311111,0.93770521,0,Jul,1,1,1,1,Returning_Visitor,FALSE,FALSE
Customer76,0,0,0,0,17,722.0833333,0.011764706,0.029411765,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,FALSE
Customer77,0,0,0,0,11,321.9583333,0,0.022222222,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
Customer78,0,0,0,0,4,40.5,0,0.05,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
Customer79,5,134.75,3,16,165,6323.853465,0.010654414,0.02804138,3.512852934,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
Customer80,13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
Customer81,3,92,0,0,134,6897.942424,0.002985075,0.008824665,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
Customer82,0,0,0,0,19,1210.1,0,0.005555556,0,0,Nov,1,1,3,10,Returning_Visitor,FALSE,FALSE
Customer83,0,0,0,0,29,1102.85,0.009195402,0.028275862,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer84,0,0,0,0,3,0,0.2,0.2,0,0,Nov,1,1,6,6,Returning_Visitor,FALSE,FALSE
Customer85,0,0,0,0,43,1606.45,0,0.004761905,18.51505467,0,June,4,1,1,2,New_Visitor,FALSE,TRUE
Customer86,1,21.2,0,0,0,0,0.05,0.1,0,0,Oct,1,1,1,5,Returning_Visitor,FALSE,FALSE
Customer87,2,15,0,0,7,620.5,0.028571429,0.085714286,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
Customer88,5,96.6,0,0,68,2664.416667,0,0.005633803,5.150260109,0,Sep,4,2,1,5,New_Visitor,TRUE,FALSE
Customer89,0,0,0,0,3,33.2,0.133333333,0.166666667,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE,FALSE
Customer90,3,155.75,1,0,62,2038.772727,0.007070707,0.0254662,17.60269465,0,Nov,2,4,1,10,Returning_Visitor,TRUE,FALSE
Customer91,6,461,0,0,4,111,0,0.011111111,0,0,Dec,3,3,3,8,New_Visitor,FALSE,FALSE
Customer92,3,83,0,0,5,47,0,0.028571429,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
Customer93,6,148.2083333,2,139.5,98,3714.352664,0.005,0.013429932,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer94,2,28,0,0,27,434.5,0,0.006896552,0,0,Nov,8,2,7,2,New_Visitor,FALSE,TRUE
Customer95,8,264.8095238,0,0,35,1039.887446,0.009756098,0.035656214,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer96,6,127.4166667,0,0,162,5509.717928,0.001905069,0.021987823,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer97,0,0,0,0,9,125.5,0,0.007407407,0,0,Nov,2,2,7,11,Returning_Visitor,FALSE,FALSE
Customer98,1,56,0,0,17,831.3888889,0.033333333,0.059259259,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
Customer99,2,33.75,0,0,6,96,0,0.025,0,0,Dec,2,2,4,2,New_Visitor,FALSE,FALSE
Customer100,3,25.2,0,0,54,2008.807143,0.014423077,0.0136723,0,0,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
Customer101,0,0,0,0,6,70.83333333,0,0.016666667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
Customer102,0,0,0,0,6,66.9,0,0.02,0,0,Nov,3,2,1,2,New_Visitor,FALSE,FALSE
Customer103,2,211,1,58,71,3424.583333,0.001315789,0.015,0,0,Mar,2,2,5,3,Returning_Visitor,TRUE,FALSE
Customer104,1,49.4,0,0,18,213.1714286,0,0.003921569,0,0,Oct,2,2,1,2,New_Visitor,FALSE,FALSE
Customer105,2,57,0,0,12,497,0,0.047619048,10.62514286,0.6,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
Customer106,13,228.9166667,1,10,64,817.0163767,0,0.013814416,2.995465753,0,May,2,5,3,4,New_Visitor,TRUE,FALSE
Customer107,1,98,0,0,39,2555.994444,0.005263158,0.005668016,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer108,0,0,1,0,37,1358.75,0.001754386,0.03245614,0,0,Mar,2,5,3,1,Returning_Visitor,FALSE,FALSE
Customer109,2,16,0,0,29,1412.5,0.007142857,0.046428571,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
Customer110,2,77.5,0,0,19,598.7833333,0,0.002631579,0,0,Mar,3,2,2,9,New_Visitor,TRUE,FALSE
Customer111,0,0,0,0,20,447.047619,0.01,0.028888889,0,0,Dec,1,2,3,2,New_Visitor,FALSE,TRUE
Customer112,15,104.6545455,1,148,48,1029.170303,0.001724138,0.022131145,16.96712066,0,Jul,2,2,6,1,Returning_Visitor,FALSE,FALSE
Customer113,0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,4,1,Returning_Visitor,FALSE,FALSE
Customer114,0,0,0,0,16,241.4,0.029166667,0.045833333,0,0,Nov,3,2,6,13,Returning_Visitor,FALSE,FALSE
Customer115,0,0,0,0,44,1924.505952,0,0.004651163,59.21256014,0,Nov,2,2,3,6,Returning_Visitor,FALSE,TRUE
Customer116,0,0,0,0,2,19,0,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer117,2,15.66666667,0,0,30,1724.25,0.013793103,0.032413793,0,0,Mar,2,2,3,1,Returning_Visitor,TRUE,FALSE
Customer118,0,0,0,0,3,34,0,0.066666667,0,0,May,1,1,6,3,Returning_Visitor,FALSE,FALSE
Customer119,0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,11,Returning_Visitor,FALSE,FALSE
Customer120,4,248.6666667,3,382.3333333,30,1039.477564,0.004285714,0.007428571,9.511714286,0,May,3,2,2,11,Returning_Visitor,FALSE,TRUE
Customer121,0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
Customer122,5,72.425,2,72,33,1143.657143,0,0.015888889,4.230212245,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
Customer123,4,61.63333333,0,0,33,1804.011111,0,0.005022447,41.64590199,0,Nov,2,2,2,2,Returning_Visitor,FALSE,TRUE
Customer124,0,0,0,0,6,579,0,0.033333333,0,0,Dec,1,1,7,3,Returning_Visitor,TRUE,FALSE
Customer125,10,237.8333333,2,23,82,1814.564286,0.002325581,0.010385835,8.495651163,0,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
Customer126,0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
Customer127,0,0,0,0,5,0,0.2,0.2,0,0.4,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
Customer128,1,4.75,2,78,67,1231.136508,0.002985075,0.0110199,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
Customer129,0,0,0,0,7,272.5,0,0.033333333,0,0,Mar,1,1,6,2,New_Visitor,TRUE,FALSE
Customer130,8,217,2,281.5,5,236.1666667,0,0.014285714,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer131,0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
Customer132,0,0,0,0,10,824,0.06,0.09,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer133,0,0,0,0,58,3200.366667,0.003448276,0.027586207,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
Customer134,2,34,0,0,65,1451.227362,0.003030303,0.008492896,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer135,0,0,0,0,4,103.8,0.1,0.15,0,0,Jul,1,1,1,1,Returning_Visitor,FALSE,FALSE
Customer136,0,0,0,0,12,323,0.033333333,0.066666667,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE
Customer137,0,0,0,0,3,145,0.066666667,0.133333333,0,0,June,2,2,1,3,Returning_Visitor,FALSE,FALSE
Customer138,0,0,0,0,68,1212.441667,0.002898551,0.014381271,64.4161607,0,Nov,4,1,1,1,Returning_Visitor,FALSE,FALSE
Customer139,0,0,0,0,2,145.5,0,0.05,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
Customer140,3,22,2,69.5,30,1671.583333,0,0.019354839,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer141,0,0,0,0,3,25,0.066666667,0.133333333,0,1,May,3,2,3,3,Returning_Visitor,TRUE,FALSE
Customer142,2,170,1,22,39,1177.291667,0.002564103,0.01965812,0,0,Nov,2,5,7,2,Returning_Visitor,FALSE,FALSE
Customer143,0,0,0,0,10,72,0.08,0.11,0,0.6,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
Customer144,0,0,2,3,22,1904.183333,0.016666667,0.052777778,0,0,Nov,2,2,2,11,Returning_Visitor,FALSE,FALSE
Customer145,2,0,0,0,8,119,0.075,0.1,0,0,May,1,2,1,2,Returning_Visitor,FALSE,FALSE
Customer146,8,116.9722222,9,2252.033333,19,1135.880556,0.009677419,0.011841507,0,0,Jul,3,2,4,2,Returning_Visitor,TRUE,FALSE
Customer147,2,40.8,0,0,45,1668.125238,0.004444444,0.024107744,47.57360345,0,Sep,1,1,4,2,Returning_Visitor,FALSE,FALSE
Customer148,3,36,0,0,3,29.5,0,0.04,0,0,Nov,2,10,3,2,Other,FALSE,FALSE
Customer149,0,0,0,0,19,401.9,0.056140351,0.092982456,0,0,Aug,1,1,2,1,Returning_Visitor,FALSE,FALSE
Customer150,0,0,0,0,15,1148,0.014285714,0.05,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
Customer151,0,0,0,0,8,429,0,0.05,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer152,2,36,0,0,15,2190.666667,0,0.004444444,0,0,Mar,2,2,3,8,Returning_Visitor,FALSE,FALSE
Customer153,1,0,0,0,9,219,0.03030303,0.066666667,22.89636364,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
Customer154,0,0,0,0,45,844.25,0,0.01037037,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE
Customer155,3,79.6,0,0,28,627.6542857,0.007142857,0.008214286,0,0,Sep,1,2,2,2,Returning_Visitor,FALSE,FALSE
Customer156,9,181.275,2,65,120,3283.715359,0.004651163,0.024543027,2.442153455,0,Nov,1,2,1,2,Returning_Visitor,FALSE,FALSE
Customer157,1,41.4,0,0,30,558.6111111,0.009090909,0.046464646,0,0,Sep,2,10,2,1,Returning_Visitor,FALSE,TRUE
Customer158,0,0,0,0,16,242.75,0,0.004910714,0,0,Nov,1,8,2,11,Returning_Visitor,TRUE,FALSE
Customer159,0,0,0,0,26,710,0.003846154,0.017521368,0,0,Aug,3,3,4,4,Returning_Visitor,FALSE,FALSE
Customer160,0,0,0,0,2,12,0,0.1,0,0,Dec,3,2,3,13,Returning_Visitor,FALSE,FALSE
Customer161,2,389.5,0,0,8,117.625,0,0.013,0,0,Nov,1,1,8,2,Returning_Visitor,FALSE,FALSE
Customer162,1,25.5,0,0,0,0,0,0.066666667,0,0,Nov,1,1,8,8,New_Visitor,FALSE,TRUE
Customer163,1,20,0,0,21,2179.666667,0,0.002105263,0,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
Customer164,0,0,0,0,8,321.5,0.075,0.125,0,0.6,May,2,4,9,3,Returning_Visitor,FALSE,FALSE
Customer165,2,13.33333333,0,0,105,2062.443592,0.01220527,0.020275689,0,0.6,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
Customer166,0,0,0,0,1,0,0.2,0.2,0,0,May,4,2,1,11,Returning_Visitor,FALSE,FALSE
Customer167,4,41,0,0,50,2428.35,0.020512821,0.041868132,9.442927064,0,Nov,2,5,3,3,Returning_Visitor,TRUE,FALSE
Customer168,0,0,0,0,57,820.3636364,0.035087719,0.061650605,0,0,June,3,2,3,13,Returning_Visitor,FALSE,FALSE
Customer169,0,0,0,0,30,1737.016667,0.034482759,0.048357964,1.444763592,0,June,3,2,4,3,Returning_Visitor,TRUE,FALSE
Customer170,0,0,0,0,3,190,0,0.066666667,0,0,Mar,2,7,4,3,Returning_Visitor,TRUE,FALSE
Customer171,1,14,0,0,7,170.75,0,0.025,0,0,Nov,1,1,1,2,New_Visitor,FALSE,FALSE
Customer172,0,0,1,0,0,0,0.2,0.2,0,0,Nov,1,1,1,15,Returning_Visitor,FALSE,FALSE
Customer173,0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer174,6,1672.033333,0,0,28,518.3966667,0.006060606,0.013333333,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
Customer175,0,0,1,41,45,1754,0,0.014534161,7.880478261,0,May,3,2,3,6,Returning_Visitor,TRUE,FALSE
Customer176,0,0,0,0,26,648.4,0,0.018,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
Customer177,0,0,0,0,6,25,0.133333333,0.122222222,0,0,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
Customer178,0,0,0,0,2,30.5,0,0.05,0,0,Mar,3,2,4,10,Returning_Visitor,FALSE,FALSE
Customer179,0,0,0,0,86,5332.547778,0.013882353,0.0654082,0,0,Aug,2,2,4,1,Returning_Visitor,FALSE,FALSE
Customer180,0,0,0,0,27,1166.683333,0.014074074,0.026492375,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,FALSE
Customer181,0,0,0,0,23,709.75,0.029166667,0.043055556,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
Customer182,1,4,3,148.5,5,185.8333333,0,0.01875,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE
Customer183,1,11,3,27.5,154,3395.729484,0.007660455,0.012253894,19.13415285,0.8,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
Customer184,4,396.5,0,0,6,415.5,0,0.0125,0,0,Dec,1,1,3,8,New_Visitor,FALSE,FALSE
Customer185,7,381.75,0,0,69,2599.015278,0.011805556,0.034545686,5.560270538,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
Customer186,0,0,0,0,19,539.15,0.010526316,0.003947368,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE,FALSE
Customer187,3,16,0,0,29,423.1666667,0.010344828,0.029885057,0,0,Dec,3,2,6,1,Returning_Visitor,TRUE,FALSE
Customer188,0,0,0,0,23,723,0.015873016,0.026077098,0,0,Dec,3,2,2,13,Returning_Visitor,FALSE,FALSE
Customer189,4,1172,0,0,19,1542.791667,0.00952381,0.042857143,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
Customer190,0,0,0,0,13,253.3333333,0.030769231,0.073076923,0,0.8,May,2,2,5,3,Returning_Visitor,FALSE,FALSE
Customer191,2,4,0,0,10,284,0,0.016666667,33.32834503,0,Mar,2,5,1,8,New_Visitor,FALSE,TRUE
Customer192,0,0,0,0,9,261.75,0,0.026666667,0,0,Feb,2,6,1,1,Returning_Visitor,FALSE,FALSE
Customer193,0,0,0,0,13,158.3333333,0.015384615,0.061538462,0,0.4,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
Customer194,0,0,0,0,2,33,0,0.1,0,0,May,1,8,3,2,Returning_Visitor,FALSE,FALSE
Customer195,5,93.4,0,0,38,689.65,0,0.004878049,34.48748308,0,Oct,2,2,2,2,New_Visitor,TRUE,TRUE
Customer196,9,215.5,1,12,12,245.6,0,0.0125,0,0,Oct,2,2,4,5,New_Visitor,FALSE,FALSE
Customer197,0,0,0,0,6,218,0,0.066666667,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
Customer198,0,0,0,0,8,233.6666667,0.025,0.0875,0,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
Customer199,5,171.7333333,0,0,93,2087.64987,0.013829787,0.023551165,0,0,Oct,3,2,1,4,Returning_Visitor,TRUE,FALSE
Customer200,2,11,3,123.3333333,34,448.75,0.021621622,0.048648649,0,0,Mar,2,10,6,1,Returning_Visitor,FALSE,FALSE
Customer201,0,0,0,0,6,136.5,0,0.033333333,0,0,Mar,3,3,1,2,Returning_Visitor,FALSE,FALSE
Customer202,0,0,0,0,12,689.75,0,0.083333333,0,0,May,2,4,3,4,Returning_Visitor,FALSE,FALSE
Customer203,7,123.4333333,0,0,7,132.8833333,0,0.006060606,0,0,Oct,1,1,3,2,New_Visitor,FALSE,FALSE
Customer204,4,143.8333333,0,0,43,997.7083333,0.002222222,0.021111111,0,0,Dec,2,5,3,2,Returning_Visitor,FALSE,FALSE
Customer205,3,121,0,0,17,174.8333333,0.017647059,0.051764706,0,0,May,1,4,2,2,Returning_Visitor,FALSE,FALSE
Customer206,1,45.5,3,58,6,311.5,0,0.0125,0,0,May,3,2,6,2,New_Visitor,TRUE,FALSE
Customer207,6,185.9904762,5,111.1666667,179,10415.78364,0.002551834,0.020876741,18.08361086,0,Nov,2,2,3,2,Returning_Visitor,TRUE,FALSE
Customer208,0,0,3,36,23,660.4047619,0.016,0.025,30.3236,0.6,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
Customer209,1,18.2,0,0,44,1310.5,0.042222222,0.065925926,0,0,Oct,2,2,1,13,Returning_Visitor,FALSE,FALSE
Customer210,3,213,0,0,2,338,0,0,112.4141272,0,Oct,1,1,1,5,Returning_Visitor,FALSE,TRUE
Customer211,0,0,0,0,6,82,0.15,0.183333333,0,0.6,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
Customer212,0,0,0,0,15,2653.5,0,0.04,0,0,Sep,4,1,7,1,Returning_Visitor,FALSE,FALSE
